Especial;OP;Direccion;Comuna;Condominio;Tipo edificio;Max inicio cttos (Días);Tipologia;Estac;Bod;Arriendo Total;GC Total;Reajuste por contrato;Meses sin reajuste;% Descuento;Cant. Meses Descuento;Cant. Garantías (Meses);Cant. Garantías Mascota (Meses);Sin Garantia;Cuotas Garantía;Rentas Necesarias;Requiere Aval(es);Tremenda promo;Orientacion;m2 Depto;m2 Terraza;Estatus LLave;Candado;Status Video;Comentario;Fecha Reparacion;Presupuesto;Acepta Mascotas?;Link Listing;Unidad;Estado
Arriendo Normal;AMGD104;Gral Amengual 102;Estación Central;Amengual;1;30;2D1B (3C);;;350000.00;91000.00;12;0;50.00;1;1;0;No;3;3.00;0;10551;P;40.34;3.20;;0;OK;MG: Requiere presentar renta tanto titular como aval renta;1995-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/amengual/745?codigo_referido=elkisd;104;Re-acondicionamiento
Arriendo Normal;AMGD105;Gral Amengual 102;Estación Central;Amengual;1;30;1D1B;;;294000.00;71000.00;12;0;50.00;1;1;0;No;3;3.00;0;10552;P;31.92;2.37;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/amengual/745?codigo_referido=elkisd;105;Re-acondicionamiento
Arriendo Normal;AMGD201;Gral Amengual 102;Estación Central;Amengual;1;30;2D2B (4C);;;412000.00;104000.00;12;0;50.00;1;1;0;No;3;3.00;0;10554;O;47.22;1.49;;0;OK;;2022-10-17;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/amengual/745?codigo_referido=elkisd;201;Re-acondicionamiento
Arriendo Normal;AMGD211;Gral Amengual 102;Estación Central;Amengual;1;30;Estudio;;;263000.00;60000.00;12;0;50.00;1;1;0;No;3;3.00;0;10564;N;25.95;1.50;;0;OK;;2025-08-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/amengual/745?selectedUnit=225413&codigo_referido=elkisd;211;Lista para arrendar
Arriendo Normal;AMGD509;Gral Amengual 102;Estación Central;Amengual;1;30;1D1B;;;295000.00;71000.00;12;0;50.00;1;1;0;No;3;3.00;0;10603;P;31.92;1.55;Edificio Multifamily;0;OK;;1995-02-01;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/amengual/745?codigo_referido=elkisd;509;Re-acondicionamiento
Arriendo Normal;AMGD705;Gral Amengual 102;Estación Central;Amengual;1;30;2D1B (3C);;;350000.00;90000.00;12;0;50.00;1;1;0;No;3;3.00;0;10627;P;40.33;2.64;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/amengual/745?codigo_referido=elkisd;705;Re-acondicionamiento
Arriendo Normal;AMGD712;Gral Amengual 102;Estación Central;Amengual;1;30;Estudio;;;261000.00;60000.00;12;0;50.00;1;1;0;No;3;3.00;0;10634;N;25.95;1.50;;0;OK;SG;2022-12-16;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/amengual/745?codigo_referido=elkisd;712;Re-acondicionamiento
Arriendo Normal;AMGD901;Gral Amengual 102;Estación Central;Amengual;1;30;2D2B (4C);;;415000.00;104000.00;12;0;50.00;1;1;0;No;3;3.00;0;10651;O;47.27;1.47;;0;OK;;2025-07-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/amengual/745?selectedUnit=225500&codigo_referido=elkisd;901;Lista para arrendar
Arriendo Normal;AMGD912;Gral Amengual 102;Estación Central;Amengual;1;30;Estudio;;;265000.00;60000.00;12;0;50.00;1;1;0;No;3;3.00;0;10662;N;25.95;1.50;;0;OK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/amengual/745?codigo_referido=elkisd;912;Re-acondicionamiento
Arriendo Normal;AMGD1010;Gral Amengual 102;Estación Central;Amengual;1;30;2D2B (4C);;;415000.00;111000.00;12;0;50.00;1;1;0;No;3;3.00;0;10674;NP;50.07;2.84;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/amengual/745?codigo_referido=elkisd;1010;Re-acondicionamiento
Arriendo Normal;AMGD1207;Gral Amengual 102;Estación Central;Amengual;1;30;2D2B (4C);;;408000.00;102000.00;12;0;50.00;1;1;0;No;3;3.00;0;10699;P;46.66;1.46;;0;OK;;1995-02-01;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/amengual/745?codigo_referido=elkisd;1207;Lista para arrendar
Arriendo Normal;AMGD1309;Gral Amengual 102;Estación Central;Amengual;1;30;1D1B;;;299000.00;75000.00;12;12;50.00;1;0;0;No;3;3.00;0;10715;P;31.92;1.55;;0;OK;;2025-08-08;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/amengual/745?selectedUnit=225564&codigo_referido=elkisd;1309;Lista para arrendar
Arriendo Normal;APKD408;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13466;NP;30.93;2.15;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;408;Re-acondicionamiento
Arriendo Normal;APKD512;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;299000.00;72000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;12295;NO;39.56;2.70;;0;OK;;2025-08-12;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;512;Lista para arrendar
Arriendo Normal;APKD605;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D1B (4C);;;374000.00;82000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13443;SP;47.22;2.77;Ofic. Antofagasta;0;OK;Check out realizado el 29-02-2024;2025-08-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?selectedUnit=326496&codigo_referido=elkisd;605;Lista para arrendar
Arriendo Normal;APKD610;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D2B;;;390000.00;75000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13448;NP;46.51;2.86;Edificio Multifamily;0;OK;;1994-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?codigo_referido=elkisd;610;Re-acondicionamiento
Arriendo Normal;APKD709;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13437;NP;30.98;2.19;Edificio Multifamily;0;OK;;1995-02-01;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;709;Re-acondicionamiento
Arriendo Normal;APKD1110;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D2B;;;390000.00;75000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;12277;NP;46.51;2.86;;0;OK;;2025-06-18;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?codigo_referido=elkisd;1110;Lista para arrendar
Arriendo Normal;APKD1203;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;Estudio;;;263000.00;53000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;12283;NO;31.33;1.89;Edificio Multifamily;0;OK;;1995-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/alameda-park/783?codigo_referido=elkisd;1203;Re-acondicionamiento
Arriendo Normal;APKD1205;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D1B (4C);;;376000.00;82000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;12285;SP;47.22;2.77;;0;OK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?codigo_referido=elkisd;1205;Re-acondicionamiento
Arriendo Normal;APKD1210;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D2B;;;390000.00;75000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;12290;NP;46.51;2.86;;0;OK;;2025-07-22;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?codigo_referido=elkisd;1210;Lista para arrendar
Arriendo Normal;APKD1409;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;0.00;0;1;0.5;No;1;3.00;0;12315;NP;30.98;2.19;Edificio Multifamily;0;OK;;2025-04-16;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;1409;Re-acondicionamiento
Arriendo Normal;APKD2406;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;307000.00;60000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13277;SP;33.15;2.23;;0;OK;Cambio de piso flotante;2025-06-24;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?selectedUnit=326693&codigo_referido=elkisd;2406;Lista para arrendar
Arriendo Normal;APKD2408;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13279;NP;30.93;2.15;Edificio Multifamily;0;OK;;2025-07-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?selectedUnit=326695&codigo_referido=elkisd;2408;Lista para arrendar
Arriendo Normal;APKD2604;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D2B;;;410000.00;93000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13412;SP;58.43;3.31;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?codigo_referido=elkisd;2604;Re-acondicionamiento
Arriendo Normal;APKD3004;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;2D2B;;;410000.00;93000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13374;SP;58.43;3.31;;0;OK;;1994-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/alameda-park/783?codigo_referido=elkisd;3004;Re-acondicionamiento
Arriendo Normal;CDMD312-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;242000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41627;P;23.91;2.26;;0;OK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=444938&codigo_referido=elkisd;312-B;Lista para arrendar
Arriendo Normal;CDMD511-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;242000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41655;P;23.63;2.81;;0;OK;;2025-08-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=444966&codigo_referido=elkisd;511-B;Lista para arrendar
Arriendo Normal;CDMD612-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;242000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41672;P;23.91;2.26;;0;NOK;;2025-08-06;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=444983&codigo_referido=elkisd;612-B;Lista para arrendar
Arriendo Normal;CDMD802;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;280000.00;69000.00;6;12;0.00;0;1;0;No;3;3.00;0;41690;S;32.40;4.60;;0;OK;;2025-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?selectedUnit=445001&codigo_referido=elkisd;802;Lista para arrendar
Arriendo Normal;CDMD1207;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;265000.00;70000.00;6;12;0.00;0;1;0;No;3;3.00;0;41755;O;32.60;2.22;;0;NOK;;2025-07-24;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=445066&codigo_referido=elkisd;1207;Lista para arrendar
Arriendo Normal;CDMD1303;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;2D1B;;;361000.00;96000.00;6;12;0.00;0;1;0;No;3;3.00;0;41766;S;44.97;7.88;;0;NOK;;1969-12-31;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-conde-del-maule/1345?selectedUnit=445077&codigo_referido=elkisd;1303;Lista para arrendar
Arriendo Normal;CDMD1311-A;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;290000.00;66000.00;6;12;0.00;0;1;0;No;3;3.00;0;41774;P;31.83;3.37;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?codigo_referido=elkisd;1311-A;Lista para arrendar
Arriendo Normal;CDMD1611-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;244000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41820;P;23.63;2.81;;0;OK;;2025-08-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=445131&codigo_referido=elkisd;1611-B;Lista para arrendar
Arriendo Normal;CDMD1711-A;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;290000.00;66000.00;6;12;0.00;0;1;0;No;3;3.00;0;41834;P;31.83;3.37;;0;NOK;;2025-08-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?selectedUnit=445145&codigo_referido=elkisd;1711-A;Lista para arrendar
Arriendo Normal;CDMD1712-A;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;290000.00;66000.00;6;12;0.00;0;1;0;No;3;3.00;0;41836;P;31.24;3.97;;0;NOK;;2025-08-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?codigo_referido=elkisd;1712-A;Lista para arrendar
Arriendo Normal;CDMD1712-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;244000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41837;P;23.91;2.26;;0;OK;;2025-08-01;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=445148&codigo_referido=elkisd;1712-B;Lista para arrendar
Arriendo Normal;CDMD1811-A;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;290000.00;66000.00;6;12;0.00;0;1;0;No;3;3.00;0;41849;P;31.83;3.37;;0;NOK;;2025-08-05;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?selectedUnit=445160&codigo_referido=elkisd;1811-A;Lista para arrendar
Arriendo Normal;CDMD1812-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;244000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41852;P;23.91;2.26;;0;OK;;2025-08-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=445163&codigo_referido=elkisd;1812-B;Lista para arrendar
Arriendo Normal;CDMD2002;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;283000.00;68000.00;6;12;0.00;0;1;0;No;3;3.00;0;41870;S;32.08;4.66;;0;OK;;2025-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?selectedUnit=445181&codigo_referido=elkisd;2002;Lista para arrendar
Arriendo Normal;CDMD2004;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;2D1B;;;364000.00;94000.00;6;12;0.00;0;1;0;No;3;3.00;0;41872;S;44.29;7.06;;0;OK;;2025-08-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-conde-del-maule/1345?selectedUnit=445183&codigo_referido=elkisd;2004;Lista para arrendar
Arriendo Normal;CDMD2009;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;2D1B;;;359000.00;93000.00;6;12;0.00;0;1;0;No;3;3.00;0;41877;O;44.58;5.86;;0;OK;;2025-08-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-conde-del-maule/1345?selectedUnit=445188&codigo_referido=elkisd;2009;Lista para arrendar
Arriendo Normal;CDMD2105;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;2D2B;;;418000.00;100000.00;6;12;0.00;0;1;0;No;3;3.00;0;41888;S;48.24;5.52;;0;OK;;2025-06-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-conde-del-maule/1345?selectedUnit=445199&codigo_referido=elkisd;2105;Lista para arrendar
Arriendo Normal;CDMD2412-A;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;290000.00;66000.00;6;12;0.00;0;1;0;No;3;3.00;0;41941;P;31.24;3.97;;0;NOK;;2025-08-12;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?selectedUnit=445252&codigo_referido=elkisd;2412-A;Lista para arrendar
Arriendo Normal;CDMD2412-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;245000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41942;P;23.91;2.26;;0;NOK;;2025-08-05;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=445253&codigo_referido=elkisd;2412-B;Lista para arrendar
Arriendo Normal;CDMD2509;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;2D1B;;;359000.00;93000.00;6;12;0.00;0;1;0;No;3;3.00;0;41952;O;44.58;5.86;;0;NOK;;2025-07-17;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-conde-del-maule/1345?selectedUnit=445263&codigo_referido=elkisd;2509;Lista para arrendar
Arriendo Normal;CDMD2611-A;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;1D1B;;;290000.00;66000.00;6;12;0.00;0;1;0;No;3;3.00;0;41969;P;31.83;3.37;;0;NOK;;2025-07-31;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-conde-del-maule/1345?selectedUnit=445280&codigo_referido=elkisd;2611-A;Lista para arrendar
Arriendo Normal;CDMD2611-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;245000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41970;P;23.63;2.81;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?codigo_referido=elkisd;2611-B;Re-acondicionamiento
Arriendo Normal;CDMD2612-B;Conde del Maule 4631;Estación Central;Plaza Conde del Maule;1;30;Estudio;;;245000.00;52000.00;6;12;0.00;0;1;0;No;3;3.00;0;41972;P;23.91;2.26;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-conde-del-maule/1345?selectedUnit=445283&codigo_referido=elkisd;2612-B;Lista para arrendar
Arriendo Normal;CCND101;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B;;;247000.00;65000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51891;S;32.00;2.00;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462247&codigo_referido=elkisd;101;Lista para arrendar
Arriendo Normal;CCND205;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B;;;245000.00;63000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51881;S;31.00;2.00;;0;OK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462257&codigo_referido=elkisd;205;Lista para arrendar
Arriendo Normal;CCND206;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B;;;247000.00;65000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51880;S;32.00;2.00;;0;OK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?codigo_referido=elkisd;206;Lista para arrendar
Arriendo Normal;CCND211;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B+T;;;289000.00;67000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51875;O;32.00;4.00;Edificio Multifamily;0;OK;;2025-07-25;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462263&codigo_referido=elkisd;211;Lista para arrendar
Arriendo Normal;CCND411;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B+T;;;286000.00;64000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51849;O;31.00;3.00;;0;OK;;2025-07-29;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462289&codigo_referido=elkisd;411;Lista para arrendar
Arriendo Normal;CCND413;Cnel. Souper 4400;Estación Central;Concon;1;30;2D1B;;;330000.00;81000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51847;O;40.00;3.00;;0;OK;;2025-07-26;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?selectedUnit=462291&codigo_referido=elkisd;413;Lista para arrendar
Arriendo Normal;CCND609;Cnel. Souper 4400;Estación Central;Concon;1;30;2D1B;;;330000.00;83000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51823;P;40.00;5.00;;0;OK;;2025-06-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?selectedUnit=462315&codigo_referido=elkisd;609;Lista para arrendar
Arriendo Normal;CCND903;Cnel. Souper 4400;Estación Central;Concon;1;30;2D1B;;;338000.00;83000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51787;N;40.00;5.00;;0;OK;;2025-02-14;Trabajando;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?selectedUnit=462351&codigo_referido=elkisd;903;Lista para arrendar
Arriendo Normal;CCND904;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B;;;252000.00;65000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51786;S;32.00;2.00;;0;OK;;2024-08-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?codigo_referido=elkisd;904;Re-acondicionamiento
Arriendo Normal;CCND1110;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B+T;;;291000.00;65000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51751;O;32.00;2.00;;0;OK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462386&codigo_referido=elkisd;1110;Lista para arrendar
Arriendo Normal;CCND1210;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B+T;;;291000.00;65000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51737;O;32.00;2.00;;0;OK;;2025-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462400&codigo_referido=elkisd;1210;Lista para arrendar
Arriendo Normal;CCND1213;Cnel. Souper 4400;Estación Central;Concon;1;30;2D1B;;;335000.00;81000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51734;O;40.00;3.00;;0;OK;;2025-05-30;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?selectedUnit=462403&codigo_referido=elkisd;1213;Lista para arrendar
Arriendo Normal;CCND1309;Cnel. Souper 4400;Estación Central;Concon;1;30;2D1B;;;335000.00;83000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51724;P;40.00;5.00;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?selectedUnit=462413&codigo_referido=elkisd;1309;Lista para arrendar
Arriendo Normal;CCND1407;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B;;;252000.00;65000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51712;S;32.00;2.00;;0;OK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?codigo_referido=elkisd;1407;Re-acondicionamiento
Arriendo Normal;CCND1501;Cnel. Souper 4400;Estación Central;Concon;1;30;2D2B;;;390000.00;93000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51704;N;46.00;2.00;;0;OK;Depto Piloto;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?codigo_referido=elkisd;1501;Lista para arrendar
Arriendo Normal;CCND1512;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B+T;;;293000.00;66000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51693;O;32.00;3.00;;0;OK;;2025-07-25;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462444&codigo_referido=elkisd;1512;Lista para arrendar
Arriendo Normal;CCND1605;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B;;;250000.00;63000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51686;S;31.00;2.00;;0;OK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462451&codigo_referido=elkisd;1605;Lista para arrendar
Arriendo Normal;CCND1609;Cnel. Souper 4400;Estación Central;Concon;1;30;2D1B;;;335000.00;83000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51682;P;40.00;5.00;;0;OK;;2025-06-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/concon/2160?selectedUnit=462455&codigo_referido=elkisd;1609;Lista para arrendar
Arriendo Normal;CCND1612;Cnel. Souper 4400;Estación Central;Concon;1;30;1D1B+T;;;293000.00;66000.00;3;12;0.00;0;1;0.5;No;3;3.00;1;51679;O;32.00;3.00;;0;OK;;2025-06-09;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/concon/2160?selectedUnit=462458&codigo_referido=elkisd;1612;Lista para arrendar
