Especial;OP;Direccion;Comuna;Condominio;Tipo edificio;Max inicio cttos (Días);Tipologia;Estac;Bod;Arriendo Total;GC Total;Reajuste por contrato;Meses sin reajuste;% Descuento;Cant. Meses Descuento;Cant. Garantías (Meses);Cant. Garantías Mascota (Meses);Sin Garantia;Cuotas Garantía;Rentas Necesarias;Requiere Aval(es);Tremenda promo;Orientacion;m2 Depto;m2 Terraza;Estatus LLave;Candado;Status Video;Comentario;Fecha Reparacion;Presupuesto;Acepta Mascotas?;Link Listing;Unidad;Estado
Arriendo Normal;PCND3105;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;210000.00;36000.00;12;0;50.00;2;1;0;No;3;3.00;0;69349;N;20.62;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;3105;Re-acondicionamiento
Arriendo Normal;PCND3306;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;210000.00;35000.00;12;0;50.00;2;1;0;No;3;3.00;0;69353;N;19.90;0.00;;0;NOK;;2025-08-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?selectedUnit=487746&codigo_referido=elkisd;3306;Lista para arrendar
Arriendo Normal;PCND1318;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;213000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69354;O;22.87;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;1318;Re-acondicionamiento
Arriendo Normal;PCND2019;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;217000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69363;O;22.87;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;2019;Re-acondicionamiento
Arriendo Normal;PCND1119;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;213000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69366;O;22.87;0.00;;0;NOK;;2025-08-12;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?selectedUnit=487759&codigo_referido=elkisd;1119;Lista para arrendar
Arriendo Normal;PCND1619;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;217000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69367;O;22.87;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;1619;Re-acondicionamiento
Arriendo Especial;PCND303;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;210000.00;42000.00;12;0;50.00;2;1;0;No;3;3.00;0;69391;N;24.04;0.00;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;303;Lista para arrendar
Arriendo Normal;PCND703;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;210000.00;42000.00;12;0;50.00;2;1;0;No;3;3.00;0;69394;N;24.04;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;703;Re-acondicionamiento
Arriendo Normal;PCND1621;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;246000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69408;O;30.39;0.00;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=487801&codigo_referido=elkisd;1621;Lista para arrendar
Arriendo Normal;PCND3019;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;216000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69429;O;22.87;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;3019;Re-acondicionamiento
Arriendo Normal;PCND3118;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;213000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69430;O;22.87;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;3118;Re-acondicionamiento
Arriendo Normal;PCND3119;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;213000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;69431;O;22.87;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;3119;Re-acondicionamiento
Arriendo Normal;PCND1020;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;69445;O;31.38;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1020;Re-acondicionamiento
Arriendo Normal;PCND1913;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;243000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69448;P;30.82;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1913;Re-acondicionamiento
Arriendo Especial;PCND1720;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;250000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;69450;O;31.38;0.00;;0;OK;;2025-07-11;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=487843&codigo_referido=elkisd;1720;Lista para arrendar
Arriendo Normal;PCND421;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;236000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69457;O;30.39;0.00;;0;NOK;;2025-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=487850&codigo_referido=elkisd;421;Lista para arrendar
Arriendo Normal;PCND314;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;235000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69464;P;30.82;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;314;Re-acondicionamiento
Arriendo Normal;PCND3521;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69470;O;30.39;0.00;;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3521;Re-acondicionamiento
Arriendo Normal;PCND313;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;235000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69491;P;30.82;0.00;;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;313;Re-acondicionamiento
Arriendo Normal;PCND3513;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;239000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69492;P;30.82;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3513;Re-acondicionamiento
Arriendo Normal;PCND320;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;239000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;69494;O;31.38;0.00;;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;320;Re-acondicionamiento
Arriendo Normal;PCND1920;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;250000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;69502;O;31.38;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1920;Re-acondicionamiento
Arriendo Normal;PCND1702;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;249000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69510;S;32.25;0.00;;0;OK;;2025-08-09;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=487903&codigo_referido=elkisd;1702;Lista para arrendar
Arriendo Normal;PCND2911;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;248000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69524;S;32.50;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2911;Re-acondicionamiento
Arriendo Normal;PCND3210;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;243000.00;58000.00;12;0;50.00;2;1;0;No;3;3.00;0;69526;N;33.46;0.00;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3210;Re-acondicionamiento
Arriendo Normal;PCND2613;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69531;P;30.82;0.00;;0;NOK;;2025-08-13;Trabajando;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2613;Re-acondicionamiento
Arriendo Especial;PCND3302;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;245000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69532;S;32.25;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3302;Re-acondicionamiento
Arriendo Normal;PCND3503;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;211000.00;42000.00;12;0;50.00;2;1;0;No;3;3.00;0;69534;N;24.04;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;3503;Re-acondicionamiento
Arriendo Normal;PCND1902;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;249000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69537;S;32.25;0.00;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=487930&codigo_referido=elkisd;1902;Lista para arrendar
Arriendo Especial;PCND2502;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;249000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69544;S;32.25;0.00;;0;OK;;2025-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2502;Lista para arrendar
Arriendo Especial;PCND411;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;239000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69560;S;32.50;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;411;Re-acondicionamiento
Arriendo Normal;PCND2011;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;249000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69568;S;32.50;0.00;;0;NOK;;2025-08-12;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2011;Lista para arrendar
Arriendo Normal;PCND2811;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;248000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69569;S;32.50;0.00;;0;OK;;2025-08-09;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2811;Lista para arrendar
Arriendo Normal;PCND202;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;239000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69570;S;32.25;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;202;Re-acondicionamiento
Arriendo Especial;PCND3202;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;245000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69572;S;32.25;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3202;Re-acondicionamiento
Arriendo Normal;PCND3321;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69576;O;30.39;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3321;Re-acondicionamiento
Arriendo Normal;PCND2721;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;245000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69581;O;30.39;0.00;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=487974&codigo_referido=elkisd;2721;Lista para arrendar
Arriendo Normal;PCND1914;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;243000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69606;P;30.82;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1914;Re-acondicionamiento
Arriendo Normal;PCND2414;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;243000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69609;P;30.82;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2414;Re-acondicionamiento
Arriendo Normal;PCND3214;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;239000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69614;P;30.82;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3214;Re-acondicionamiento
Arriendo Normal;PCND3221;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69647;O;30.39;0.00;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=488040&codigo_referido=elkisd;3221;Lista para arrendar
Arriendo Normal;PCND1221;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69648;O;30.39;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1221;Re-acondicionamiento
Arriendo Especial;PCND3014;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;242000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69651;P;30.82;0.00;;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;3014;Re-acondicionamiento
Arriendo Normal;PCND1713;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;243000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69663;P;30.82;0.00;;0;OK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1713;Lista para arrendar
Arriendo Normal;PCND1014;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;236000.00;53000.00;12;0;50.00;2;1;0;No;3;3.00;0;69912;P;30.82;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;1014;Re-acondicionamiento
Arriendo Normal;PCND3215;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;303000.00;70000.00;12;0;50.00;2;1;0;No;3;3.00;0;69923;P;42.47;1.04;;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3215;Re-acondicionamiento
Arriendo Normal;PCND3515;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;303000.00;70000.00;12;0;50.00;2;1;0;No;3;3.00;0;69924;P;42.47;1.04;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3515;Re-acondicionamiento
Arriendo Normal;PCND1820;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;250000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;69925;O;31.38;0.00;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=488318&codigo_referido=elkisd;1820;Lista para arrendar
Arriendo Normal;PCND3412;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;291000.00;60000.00;12;0;50.00;2;1;0;No;3;3.00;0;69927;S;37.12;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3412;Re-acondicionamiento
Arriendo Normal;PCND2102;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;249000.00;56000.00;12;0;50.00;2;1;0;No;3;3.00;0;69929;S;32.25;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?codigo_referido=elkisd;2102;Re-acondicionamiento
Arriendo Especial;PCND2120;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;1D1B;;;250000.00;54000.00;12;0;50.00;2;1;0;No;3;3.00;0;69930;O;31.38;0.00;;0;OK;;2025-08-11;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/plaza-central/2934?selectedUnit=488323&codigo_referido=elkisd;2120;Lista para arrendar
Arriendo Normal;PCND1516;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;324000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;69969;P;45.34;1.02;;0;NOK;;2025-06-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;1516;Lista para arrendar
Arriendo Normal;PCND3117;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;322000.00;78000.00;12;0;50.00;2;1;0;No;3;3.00;0;69983;O;47.57;1.11;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3117;Re-acondicionamiento
Arriendo Normal;PCND816;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;315000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;69989;P;45.34;1.02;;0;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;816;Re-acondicionamiento
Arriendo Normal;PCND3208;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;304000.00;68000.00;12;0;50.00;2;1;0;No;3;3.00;0;69995;N;41.87;0.89;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3208;Re-acondicionamiento
Arriendo Especial;PCND2616;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;322000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;70003;P;45.34;1.02;;0;NOK;;2025-06-04;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?selectedUnit=488396&codigo_referido=elkisd;2616;Lista para arrendar
Arriendo Normal;PCND3315;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;303000.00;70000.00;12;0;50.00;2;1;0;No;3;3.00;0;70014;P;42.47;1.04;;0;NOK;;;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3315;Re-acondicionamiento
Arriendo Especial;PCND3417;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;322000.00;78000.00;12;0;50.00;2;1;0;No;3;3.00;0;70016;O;47.57;1.11;;0;NOK;;2025-06-04;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?selectedUnit=488409&codigo_referido=elkisd;3417;Lista para arrendar
Arriendo Normal;PCND2205;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;213000.00;36000.00;12;0;50.00;2;1;0;No;3;3.00;0;70042;N;20.62;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;2205;Re-acondicionamiento
Arriendo Normal;PCND2301;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;213000.00;34000.00;12;0;50.00;2;1;0;No;3;3.00;0;70043;S;19.41;0.00;;0;OK;;2025-08-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?selectedUnit=488436&codigo_referido=elkisd;2301;Lista para arrendar
Arriendo Especial;PCND3316;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;318000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;70045;P;45.34;1.02;;0;NOK;;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?selectedUnit=488438&codigo_referido=elkisd;3316;Lista para arrendar
Arriendo Normal;PCND2318;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;217000.00;40000.00;12;0;50.00;2;1;0;No;3;3.00;0;70046;O;22.87;0.00;;0;OK;;2025-08-13;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?selectedUnit=488439&codigo_referido=elkisd;2318;Lista para arrendar
Arriendo Normal;PCND1816;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;324000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;70053;P;45.34;1.02;;0;NOK;;2025-08-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;1816;Lista para arrendar
Arriendo Especial;PCND2707;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;210000.00;35000.00;12;0;50.00;2;1;0;No;3;3.00;0;70055;N;19.84;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;2707;Re-acondicionamiento
Arriendo Normal;PCND1416;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;318000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;70057;P;45.34;1.02;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;1416;Re-acondicionamiento
Arriendo Especial;PCND2516;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;324000.00;74000.00;12;0;50.00;2;1;0;No;3;3.00;0;70063;P;45.34;1.02;;0;OK;;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?selectedUnit=488456&codigo_referido=elkisd;2516;Lista para arrendar
Arriendo Normal;PCND3204;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;Estudio;;;210000.00;35000.00;12;0;50.00;2;1;0;No;3;3.00;0;70067;N;20.31;0.00;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/estudio/plaza-central/2934?codigo_referido=elkisd;3204;Re-acondicionamiento
Arriendo Normal;PCND3317;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;322000.00;78000.00;12;0;50.00;2;1;0;No;3;3.00;0;70068;O;47.57;1.11;;0;NOK;;;Aprobado sin mejoras;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?codigo_referido=elkisd;3317;Re-acondicionamiento
Arriendo Especial;PCND3517;Av. Ecuador 4626;Estación Central;Plaza Central;1;30;2D1B;;;322000.00;78000.00;12;0;50.00;2;1;0;No;3;3.00;0;70074;O;47.57;1.11;;0;OK;;2025-06-17;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/2-dormitorios/plaza-central/2934?selectedUnit=488467&codigo_referido=elkisd;3517;Lista para arrendar
Arriendo Normal;ECRD207;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;290000.00;62000.00;6;12;50.00;1;1;0.5;No;3;3.00;0;72998;NO;29.00;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/home-inclusive-ecuador/3064?selectedUnit=495496&codigo_referido=elkisd;207;Lista para arrendar
Arriendo Normal;ECRD214;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;290000.00;62000.00;6;12;50.00;1;1;0.5;No;3;3.00;0;73005;O;29.00;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/home-inclusive-ecuador/3064?selectedUnit=495503&codigo_referido=elkisd;214;Lista para arrendar
Arriendo Normal;ECRD215;Gral. Amengual 0148;Estación Central;Home Inclusive Ecuador;1;30;1D1B;;;290000.00;62000.00;6;12;50.00;1;1;0.5;No;3;3.00;0;73006;O;29.00;0.00;;0;NOK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/home-inclusive-ecuador/3064?selectedUnit=495504&codigo_referido=elkisd;215;Lista para arrendar
