Especial;OP;Direccion;Comuna;Condominio;Tipo edificio;Max inicio cttos (Días);Tipologia;Estac;Bod;Arriendo Total;GC Total;Reajuste por contrato;Meses sin reajuste;% Descuento;Cant. Meses Descuento;Cant. Garantías (Meses);Cant. Garantías Mascota (Meses);Sin Garantia;Cuotas Garantía;Rentas Necesarias;Requiere Aval(es);Tremenda promo;Orientacion;m2 Depto;m2 Terraza;Estatus LLave;Candado;Status Video;Comentario;Fecha Reparacion;Presupuesto;Acepta Mascotas?;Link Listing;Unidad;Estado
Arriendo Normal;50500;Av. Buzeta 4460;Cerrillos;Ciudad Buzeta;0;30;1D1B;;44;315000;65000;12;0;0.00;0;1;0;Si;3;3.00;1;61411;NO;32.00;5.00;Inspector;2098;OK;LF: REAJUSTE ANUAL;2025-07-31;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/ciudad-buzeta/2571?selectedUnit=476196&codigo_referido=elkisd;1615;Lista para arrendar
;70568;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;340000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;114290;S;30.00;2.00;Edificio Retail;1199;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=513573&codigo_referido=elkisd;1423;Lista para arrendar
;70628;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;300000.00;0.00;12;0;50.00;2;1;0;No;3;3.00;1;114051;N;30.61;2.12;Edificio Retail;1270;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=513701&codigo_referido=elkisd;1315;Lista para arrendar
;70630;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;300000.00;0.00;12;0;50.00;2;1;0;No;3;3.00;1;114053;S;30.61;2.12;Edificio Retail;1957;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=513703&codigo_referido=elkisd;1512;Lista para arrendar
;70698;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;350000.00;0.00;6;0;30.00;1;1;0;Si;3;3.00;1;117301;P;31.00;2.00;Edificio Retail;2676;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=513790&codigo_referido=elkisd;1510;Lista para arrendar
;70735;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;1.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;115117;P;31.00;2.00;Edificio Retail;2190;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=513840&codigo_referido=elkisd;1910;Lista para arrendar
;70736;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;320000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;115116;S;30.00;2.00;Ofic. Santa Lucía;1704;OK;JB ACTIVOMAS;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=513841&codigo_referido=elkisd;1623;Lista para arrendar
;70985;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;1.00;0.00;6;0;50.00;1;1;0;Si;3;3.00;1;115066;O;32.36;2.40;Ofic. Santa Lucía;0;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514134&codigo_referido=elkisd;904;Lista para arrendar
;71043;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;116;320000;0;12;0;0.00;0;1;0;Si;3;3.00;1;114242;;;;Edificio Retail;1609;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514192&codigo_referido=elkisd;1111;Lista para arrendar
;71061;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;320000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;117244;O;32.36;2.40;Ofic. Santa Lucía;0;OK;JB ACTIVOMAS;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514210&codigo_referido=elkisd; 704;Lista para arrendar
;71092;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;77;350000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;114366;N;30.61;2.12;;2106;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514242&codigo_referido=elkisd;408;Lista para arrendar
;71094;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;80;350000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;115087;N;30.61;2.12;Edificio Retail;1703;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514244&codigo_referido=elkisd;1415;Lista para arrendar
;71097;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;345000.00;0.00;6;0;50.00;1;1;0;No;3;3.00;1;115060;S;29.26;2.04;Edificio Retail;415;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514247&codigo_referido=elkisd;1524;Lista para arrendar
;71098;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;345000.00;0.00;6;0;50.00;1;1;0;No;3;3.00;1;115062;S;29.26;2.40;Edificio Retail;674;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514248&codigo_referido=elkisd;1525;Lista para arrendar
;71104;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;400000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;117796;P;31.60;2.40;Edificio Retail;295;OK;JB ACTIVOMA;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514255&codigo_referido=elkisd;1507;Lista para arrendar
;71317;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;6;0;30.00;1;1;0;Si;3;3.00;1;114292;O;31.60;2.40;Edificio Retail;2797;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514975&codigo_referido=elkisd;903;Lista para arrendar
;71318;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;6;0;30.00;1;1;0;Si;3;3.00;1;114293;N;30.10;2.40;Edificio Retail;2426;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514976&codigo_referido=elkisd;720;Lista para arrendar
;71319;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;6;0;30.00;1;1;0;Si;3;3.00;1;114294;O;30.86;2.12;Ofic. Santa Lucía;2871;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514977&codigo_referido=elkisd;1210;Lista para arrendar
;71320;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;6;0;30.00;1;1;0;Si;3;3.00;1;114295;;30.10;2.40;Edificio Retail;1315;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=514978&codigo_referido=elkisd;923;Lista para arrendar
;71376;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;12;0;0.00;0;1;0;Si;2;3.00;1;114343;S;29.26;2.40;Edificio Retail;921;OK;JB ACTIVOMAS
;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=515043&codigo_referido=elkisd;1624;Lista para arrendar
;71397;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;114363;P;30.86;2.10;Edificio Retail;1134;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=515066&codigo_referido=elkisd;1310;Lista para arrendar
;71398;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;114364;O;30.86;2.30;Edificio Retail;2813;OK;JB ACTIVOMAS;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=515067&codigo_referido=elkisd;1301;Lista para arrendar
;71399;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;114365;P;30.86;2.10;Edificio Retail;2264;OK;JB ACTIVOMAS;;;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=515068&codigo_referido=elkisd;1410;Lista para arrendar
;71505;Martín de Solier 4540;Cerrillos;Edificio Martín de Solier;0;30;1D1B;;;330000.00;0.00;12;0;50.00;1;1;0;Si;3;3.00;1;117207;;30.86;2.30;Edificio Retail;19;OK;JB ACTIVOMAS
;;;No;https://www.assetplan.cl/arriendo/departamento/cerrillos/1-dormitorio/edificio-martin-de-solier/3466?selectedUnit=515218&codigo_referido=elkisd;708;Lista para arrendar
;71380;Av. Departamental 3175;Cerrillos;Eco Cerrillos;0;30;2D1B;;;0.00;70000.00;12;0;0.00;0;1;0;Si;3;3.00;1;114345;SP;46.00;3.20;Ofic. Santa Lucía;1133;OK;VR;;;Si;;1804;Lista para arrendar
Arriendo Normal;49274;Av. Buzeta 4220;Cerrillos;Plaza Buzeta;0;30;2D2B;E84;;440000;85000;12;0;0.00;0;1;0;Si;3;3.00;1;59514;SO;45.05;5.21;Inspector;1461;OK;LF:  REAJUSTE ANUAL Depto Nuevo
Si Mascotas;2025-07-15;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/cerrillos/2-dormitorios/plaza-buzeta/2637?codigo_referido=elkisd;1307;Re-acondicionamiento
Arriendo Normal;54380;Av. Buzeta 4220;Cerrillos;Plaza Buzeta;0;30;Estudio;86;;300000.00;50000.00;12;0;0.00;0;1;0;Si;3;3.00;1;71588;S;22.00;0.00;Inspector;99;OK;JB;2025-08-08;Ejecutado;Si;;1601;Lista para arrendar
Arriendo Especial Plus;43663;Vecinal 1636;Conchalí;Vivaceta;0;30;2D1B;59;;365000;75000;12;0;50.00;1;1;0;Si;3;3.00;1;51075;NO;41.44;1.69;Inspector;1137;OK;LF: REAJUSTE ANUAL Preguntar por mascotas;2025-03-27;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/conchali/2-dormitorios/vivaceta/1891?codigo_referido=elkisd;405;Lista para arrendar
Arriendo Especial;1282;Toro Mazote 76;Estación Central;Centro Alameda;0;30;1D1B;;;240000.00;50000.00;12;0;0.00;0;1;0;No;2;3.00;1;18237;SO;28.00;3.00;Inspector;244;OK;;2024-10-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/centro-alameda/196?selectedUnit=92649&codigo_referido=elkisd;307;Lista para arrendar
Arriendo Normal;1745;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;217;93-A;285000;80000;12;0;0.00;0;1;0;No;3;3.00;1;7365;N;31.90;3.12;Inspector;2634;NOK;;2023-12-22;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;1502-S;Re-acondicionamiento
Arriendo Normal;1937;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;93;23-A;320000;80000;12;0;50.00;1;1;0;No;3;3.00;1;6719;N;32.47;3.12;Inspector;174;NOK;;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;1301-S;Re-acondicionamiento
Arriendo Normal;1716;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;;63-A;240000.00;60000.00;12;0;0.00;0;1;0;Si;3;3.00;1;18582;S;31.98;3.18;Inspector;2449;NOK;;2025-08-19;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;1209-S;Re-acondicionamiento
Arriendo Normal;2156;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;;;255000.00;55000.00;12;0;0.00;0;1;0;No;3;3.00;1;3507;O;31.98;3.18;Ofic. Santa Lucía;2070;OK;;2022-12-06;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;1909-O;Re-acondicionamiento
Arriendo Normal;4031;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;;;255000.00;55000.00;12;0;0.00;0;1;0;No;3;3.00;1;3506;P;32.47;3.12;Inspector;1807;OK;;2025-08-23;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;1801-O;Re-acondicionamiento
Arriendo Normal;CV1D1001-S;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;145;25-A;270000;85000;12;0;0.00;0;1;0;No;3;3.00;1;11485;N;32.47;3.12;Inspector;1600;OK;laves embajador // 24-08-23: Prop. aceptó canon de $290.000 + reajuste semestral;2025-07-21;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;1001-S;Lista para arrendar
Arriendo Especial;1947;Toro Mazote 64;Estación Central;Centro Alameda II;0;30;1D1B;;;300000.00;75000.00;12;0;50.00;1;1;0;No;3;3.00;1;18933;SP;30.69;3.00;Ofic. Santa Lucía;1400;OK;;2024-03-22;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/centro-alameda-ii/277?selectedUnit=97491&codigo_referido=elkisd;801;Lista para arrendar
Arriendo Normal;3123;Nicasio Retamales 115;Estación Central;Conquista Velázquez I;0;30;1D1B;;135-B;215000;60000;12;0;0.00;0;1;0;No;3;3.00;1;13308;P;31.90;3.12;Edificio Retail;908;OK;;2024-03-23;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-i/237?codigo_referido=elkisd;2502-O;Re-acondicionamiento
Arriendo Normal;3224;Coronel Souper 4158;Estación Central;Pilares Coronel Souper;0;30;1D1B;;;250000.00;45000.00;12;0;50.00;1;1;0;No;3;3.00;1;7936;P;29.00;3.00;Edificio Retail;1239;NOK;;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/pilares-coronel-souper/336?codigo_referido=elkisd;315;Lista para arrendar
Arriendo Normal;3833;Nicasio Retamales 048 058;Estación Central;Conquista Velázquez II;0;30;1D1B;;90;240000.00;70000.00;12;0;0.00;0;1;0;No;3;3.00;1;19512;S;32.44;3.20;Inspector;1149;OK;;2025-04-16;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-ii/367?selectedUnit=100724&codigo_referido=elkisd;1601-N;Lista para arrendar
Arriendo Normal;3827;Nicasio Retamales 048 058;Estación Central;Conquista Velázquez II;0;30;1D1B;;;240000.00;70000.00;12;0;0.00;0;1;0;No;3;3.00;1;6815;N;32.10;3.10;Inspector;1620;NOK;;2025-08-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-ii/367?selectedUnit=100731&codigo_referido=elkisd;908-N;Lista para arrendar
Arriendo Normal;4063;Nicasio Retamales 048 058;Estación Central;Conquista Velázquez II;0;30;1D1B;;117;240000;70000;12;0;0.00;0;1;0;No;3;3.00;1;11624;S;31.92;3.10;Inspector;2893;NOK;llave embajador;2023-12-27;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/conquista-velazquez-ii/367?codigo_referido=elkisd;1604-N;Re-acondicionamiento
Arriendo Normal;4747;Conde del Maule 4470;Estación Central;Espacio Central I;0;30;1D1B;;;235000.00;50000.00;12;0;0.00;0;1;0;No;3;3.00;1;3777;O;30.80;0.00;Inspector;1263;NOK;departamentos disponibles aproximadamente a finales de mes de noviembre;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/espacio-central-i/481?codigo_referido=elkisd;2015;Re-acondicionamiento
Arriendo Normal;8322;Radal 66;Estación Central;Eco Futuro II;0;30;1D1B;;;235000.00;70000.00;12;0;0.00;0;1;0;No;3;3.00;1;6241;O;32.26;3.27;Inspector;301;OK;Se instalara kit de habilitacion;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-futuro-ii/458?codigo_referido=elkisd;1802-A;Re-acondicionamiento
Arriendo Normal;10017;Radal 66;Estación Central;Eco Futuro II;0;30;1D1B;;257;295000;75000;12;0;0.00;0;1;0;No;3;3.00;1;6742;O;32.16;3.37;Inspector;1229;NOK;Kit de habilitacion aprobado;2025-07-31;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-futuro-ii/458?codigo_referido=elkisd;604-B;Re-acondicionamiento
Arriendo Normal;11182;Embajador Quintana 4334;Estación Central;Embajador Quintana;0;30;1D1B;;;225000.00;70000.00;12;0;50.00;1;1;0;No;3;3.00;1;8204;P;29.00;3.00;Inspector;1504;NOK;kit aprobado;2025-07-14;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/embajador-quintana/509?selectedUnit=218211&codigo_referido=elkisd;1214;Lista para arrendar
Arriendo Normal;11939;Radal 66;Estación Central;Eco Futuro II;0;30;1D1B;;;270000.00;75000.00;12;0;0.00;0;1;0;No;3;3.00;1;9659;P;33.41;2.49;Ofic. Santa Lucía;1481;NOK;Miércoles 27 de noviembre a las 10 hrs. se recibe por Claret Arevalo.

focos y rieles aprobados.;2025-08-12;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-futuro-ii/458?selectedUnit=224159&codigo_referido=elkisd;2911-A;Lista para arrendar
Arriendo Normal;4255;Toro Mazote 76;Estación Central;Centro Alameda;0;30;1D1B;;;240000.00;50000.00;12;0;0.00;0;1;0;No;3;3.00;1;10020;P;;;Inspector;2921;OK;llaves embajadora, propietario le envió las llaves 15 Junio 202;2025-07-15;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/centro-alameda/196?selectedUnit=224484&codigo_referido=elkisd;201;Lista para arrendar
Arriendo Normal;12369;Av. Ecuador 3866;Estación Central;Eco Origen;0;30;1D1B;;;245000.00;75000.00;12;0;0.00;0;1;0;No;3;3.00;1;10171;S;38.00;2.00;Edificio Retail;2772;OK;No acepta mascotas. Aprobo instalar el kit. llaves en Sara;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-origen/654?selectedUnit=224975&codigo_referido=elkisd;911;Lista para arrendar
Arriendo Normal;12574;Av. Ecuador 3866;Estación Central;Eco Origen;0;30;1D1B;49;;350000;100000;12;0;0.00;0;1;0;No;3;3.00;1;10351;N;47.00;3.00;Ofic. Santa Lucía;2747;NOK;No acepta mascotas. Recibe depto Juan Bolivar el viernes 31. aprobo instalar kit;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-origen/654?selectedUnit=225205&codigo_referido=elkisd;1409;Lista para arrendar
Arriendo Normal;AMGD105;Gral Amengual 102;Estación Central;Amengual;1;30;1D1B;;;294000.00;71000.00;12;0;50.00;1;1;0;No;3;3.00;0;10552;P;31.92;2.37;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/amengual/745?codigo_referido=elkisd;105;Lista para arrendar
Arriendo Normal;AMGD509;Gral Amengual 102;Estación Central;Amengual;1;30;1D1B;;;295000.00;71000.00;12;0;50.00;1;1;0;No;3;3.00;0;10603;P;31.92;1.55;Edificio Multifamily;0;OK;;1995-02-01;Enviado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/amengual/745?codigo_referido=elkisd;509;Re-acondicionamiento
Arriendo Normal;AMGD1309;Gral Amengual 102;Estación Central;Amengual;1;30;1D1B;;;299000.00;75000.00;12;12;50.00;1;1;0;No;3;3.00;0;10715;P;31.92;1.55;;0;OK;;2025-08-08;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/amengual/745?selectedUnit=225564&codigo_referido=elkisd;1309;Lista para arrendar
Arriendo Normal;APKD408;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13466;NP;30.93;2.15;;0;OK;;;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;408;Re-acondicionamiento
Arriendo Normal;APKD709;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13437;NP;30.98;2.19;Edificio Multifamily;0;OK;;1995-02-01;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;709;Re-acondicionamiento
Arriendo Normal;APKD1409;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;0.00;0;1;0.5;No;1;3.00;0;12315;NP;30.98;2.19;Edificio Multifamily;0;OK;;2025-04-16;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;1409;Re-acondicionamiento
Arriendo Normal;APKD2209;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13202;NP;30.98;2.19;Edificio Multifamily;0;OK;MT;2024-11-26;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;2209;Re-acondicionamiento
Arriendo Normal;APKD2406;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;307000.00;60000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13277;SP;33.15;2.23;;0;OK;Cambio de piso flotante;2025-06-24;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?selectedUnit=326693&codigo_referido=elkisd;2406;Lista para arrendar
Arriendo Normal;APKD2408;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;290000.00;56000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13279;NP;30.93;2.15;Edificio Multifamily;0;OK;;2025-07-11;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;2408;Lista para arrendar
Arriendo Normal;APKD2906;Av Libertador Bernardo O'Higgins 4320;Estación Central;Alameda Park;1;30;1D1B;;;306000.00;60000.00;3;0;50.00;1;1;0.5;No;3;3.00;0;13384;SP;33.15;2.23;Edificio Multifamily;0;OK;;1995-02-01;;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/alameda-park/783?codigo_referido=elkisd;2906;Re-acondicionamiento
Arriendo Normal;14817;Av. Ecuador 4570;Estación Central;Latitud;0;30;1D1B;;;275000.00;50000.00;12;0;0.00;0;1;0;No;3;3.00;1;13619;S;28.60;2.30;Inspector;2461;NOK;llaves en sara del campo.
aun no aprueba kit.;;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/latitud/754?codigo_referido=elkisd;1513;Re-acondicionamiento
Arriendo Normal;15094;Sta. Petronila 32;Estación Central;Doña Petronila;0;30;1D1B;;;215000.00;45000.00;12;0;0.00;0;1;0;No;3;3.00;1;13556;O;26.60;0.00;Inspector;1413;OK;;2025-08-21;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/dona-petronila/435?codigo_referido=elkisd;1417;Re-acondicionamiento
Arriendo Normal;PAT184;Radal 66;Estación Central;Eco Futuro II;0;30;1D1B;;;235000.00;70000.00;12;0;0.00;0;1;0;No;3;3.00;1;27630;O;32.16;3.37;Inspector;1844;NOK;;2025-06-07;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-futuro-ii/458?codigo_referido=elkisd;1605-B;Re-acondicionamiento
Arriendo Normal;PAT460;Conde del Maule 4106;Estación Central;Eco Capital II;0;30;1D1B;;;240000.00;70000.00;12;0;0.00;0;1;0;No;3;3.00;1;16606;P;32.12;3.22;Inspector;1316;NOK;;;Caducado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-capital-ii/752?codigo_referido=elkisd;1304-B;Re-acondicionamiento
Arriendo Normal;PAT358;Av. Ecuador 3866;Estación Central;Eco Origen;0;30;1D1B;191;;305000;85000;12;0;0.00;0;1;0;No;3;3.00;1;16319;N;32.13;4.24;Inspector;296;OK;MG. Dueño se lo lleva.- No es posible arrendar.;2024-02-06;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-origen/654?codigo_referido=elkisd;2709;Re-acondicionamiento
Arriendo Normal;PAT559;Av Libertador Bernardo O'Higgins 4103;Estación Central;Eco Capital I;0;30;1D1B;;197;270000.00;75000.00;12;0;50.00;1;1;0;No;3;3.00;1;27968;O;33.33;2.59;Edificio Retail;2563;NOK;;2025-07-14;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-capital-i/751?codigo_referido=elkisd;1110-A;Lista para arrendar
Arriendo Normal;20541;Conde del Maule 4106;Estación Central;Eco Capital II;0;30;1D1B;;;270000.00;65000.00;12;0;0.00;0;1;0;No;3;3.00;1;16898;P;32.60;2.11;Inspector;641;OK;GD.  aprobo barras y focos.;2025-05-08;Ejecutado;Si;https://www.assetplan.cl/arriendo/departamento/estacion-central/1-dormitorio/eco-capital-ii/752?selectedUnit=439063&codigo_referido=elkisd;101-B;Lista para arrendar
